"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/09/2000","051191002","1","0.033","ppm","28","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/10/2000","051191002","1","0.053","ppm","45","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/11/2000","051191002","1","0.039","ppm","33","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/12/2000","051191002","1","0.035","ppm","30","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/13/2000","051191002","1","0.052","ppm","44","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/14/2000","051191002","1","0.06","ppm","51","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/15/2000","051191002","1","0.053","ppm","45","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/16/2000","051191002","1","0.043","ppm","36","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/17/2000","051191002","1","0.043","ppm","36","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/18/2000","051191002","1","0.04","ppm","34","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/19/2000","051191002","1","0.03","ppm","25","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/20/2000","051191002","1","0.035","ppm","30","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/21/2000","051191002","1","0.048","ppm","41","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/22/2000","051191002","1","0.057","ppm","48","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/23/2000","051191002","1","0.064","ppm","64","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/24/2000","051191002","1","0.044","ppm","37","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/25/2000","051191002","1","0.047","ppm","40","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/26/2000","051191002","1","0.032","ppm","27","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/27/2000","051191002","1","0.032","ppm","27","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/28/2000","051191002","1","0.047","ppm","40","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/29/2000","051191002","1","0.06","ppm","51","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/30/2000","051191002","1","0.062","ppm","58","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"05/31/2000","051191002","1","0.079","ppm","109","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/01/2000","051191002","1","0.062","ppm","58","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/02/2000","051191002","1","0.065","ppm","67","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/03/2000","051191002","1","0.041","ppm","35","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/04/2000","051191002","1","0.039","ppm","33","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/05/2000","051191002","1","0.041","ppm","35","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/06/2000","051191002","1","0.058","ppm","49","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/07/2000","051191002","1","0.079","ppm","109","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/08/2000","051191002","1","0.081","ppm","114","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/09/2000","051191002","1","0.062","ppm","58","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/10/2000","051191002","1","0.028","ppm","24","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/11/2000","051191002","1","0.049","ppm","42","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/12/2000","051191002","1","0.051","ppm","43","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/13/2000","051191002","1","0.053","ppm","45","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/14/2000","051191002","1","0.028","ppm","24","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/15/2000","051191002","1","0.033","ppm","28","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/16/2000","051191002","1","0.032","ppm","27","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/17/2000","051191002","1","0.022","ppm","19","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/18/2000","051191002","1","0.028","ppm","24","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/19/2000","051191002","1","0.031","ppm","26","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/20/2000","051191002","1","0.03","ppm","25","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/21/2000","051191002","1","0.048","ppm","41","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/22/2000","051191002","1","0.045","ppm","38","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/23/2000","051191002","1","0.052","ppm","44","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/24/2000","051191002","1","0.042","ppm","36","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/25/2000","051191002","1","0.06","ppm","51","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/26/2000","051191002","1","0.036","ppm","31","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/27/2000","051191002","1","0.044","ppm","37","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/28/2000","051191002","1","0.035","ppm","30","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/29/2000","051191002","1","0.055","ppm","47","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"06/30/2000","051191002","1","0.067","ppm","74","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/01/2000","051191002","1","0.053","ppm","45","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/02/2000","051191002","1","0.041","ppm","35","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/03/2000","051191002","1","0.034","ppm","29","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/04/2000","051191002","1","0.043","ppm","36","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/05/2000","051191002","1","0.065","ppm","67","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/06/2000","051191002","1","0.057","ppm","48","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/07/2000","051191002","1","0.05","ppm","42","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/08/2000","051191002","1","0.073","ppm","93","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/09/2000","051191002","1","0.067","ppm","74","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/10/2000","051191002","1","0.064","ppm","64","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/11/2000","051191002","1","0.055","ppm","47","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/12/2000","051191002","1","0.043","ppm","36","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/13/2000","051191002","1","0.058","ppm","49","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/14/2000","051191002","1","0.053","ppm","45","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/15/2000","051191002","1","0.057","ppm","48","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/16/2000","051191002","1","0.075","ppm","100","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/17/2000","051191002","1","0.069","ppm","80","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/18/2000","051191002","1","0.077","ppm","104","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/19/2000","051191002","1","0.063","ppm","61","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/20/2000","051191002","1","0.048","ppm","41","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/21/2000","051191002","1","0.052","ppm","44","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/22/2000","051191002","1","0.051","ppm","43","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/23/2000","051191002","1","0.056","ppm","47","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/24/2000","051191002","1","0.061","ppm","54","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/25/2000","051191002","1","0.067","ppm","74","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/26/2000","051191002","1","0.105","ppm","174","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
"07/27/2000","051191002","1","0.077","ppm","104","24","100.0000","44201","Ozone","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.8357211208321","-92.2605813844258"
